Sector,Level,Salary
Tecnologia da Informação,Entry,55489
Tecnologia da Informação,Mid,101070
Tecnologia da Informação,Senior,197606
Tecnologia da Informação,Entry,55844
Tecnologia da Informação,Mid,84815
Tecnologia da Informação,Senior,167291
Tecnologia da Informação,Entry,63137
Tecnologia da Informação,Mid,85696
Tecnologia da Informação,Senior,143292
Tecnologia da Informação,Entry,65154
Tecnologia da Informação,Mid,91834
Tecnologia da Informação,Senior,204571
Tecnologia da Informação,Entry,66853
Tecnologia da Informação,Mid,86561
Tecnologia da Informação,Senior,157527
Tecnologia da Informação,Entry,66695
Tecnologia da Informação,Mid,85291
Tecnologia da Informação,Senior,183710
Tecnologia da Informação,Entry,56026
Tecnologia da Informação,Mid,89004
Tecnologia da Informação,Senior,159255
Tecnologia da Informação,Entry,59952
Tecnologia da Informação,Mid,87346
Tecnologia da Informação,Senior,156748
Tecnologia da Informação,Entry,53760
Tecnologia da Informação,Mid,85954
Tecnologia da Informação,Senior,166064
Tecnologia da Informação,Entry,69557
Tecnologia da Informação,Mid,98748
Tecnologia da Informação,Senior,145736
Tecnologia da Informação,Entry,59355
Tecnologia da Informação,Mid,100020
Tecnologia da Informação,Senior,160852
Tecnologia da Informação,Entry,69318
Tecnologia da Informação,Mid,84117
Tecnologia da Informação,Senior,201404
Tecnologia da Informação,Entry,54854
Tecnologia da Informação,Mid,90490
Tecnologia da Informação,Senior,167654
Tecnologia da Informação,Entry,64746
Tecnologia da Informação,Mid,95798
Tecnologia da Informação,Senior,140453
Tecnologia da Informação,Entry,61314
Tecnologia da Informação,Mid,101583
Tecnologia da Informação,Senior,209367
Tecnologia da Informação,Entry,66163
Tecnologia da Informação,Mid,88505
Tecnologia da Informação,Senior,138794
Tecnologia da Informação,Entry,56061
Tecnologia da Informação,Mid,84226
Tecnologia da Informação,Senior,206970
Tecnologia da Informação,Entry,53549
Tecnologia da Informação,Mid,92971
Tecnologia da Informação,Senior,174027
Tecnologia da Informação,Entry,55642
Tecnologia da Informação,Mid,86034
Tecnologia da Informação,Senior,141991
Tecnologia da Informação,Entry,58330
Tecnologia da Informação,Mid,103906
Tecnologia da Informação,Senior,150103
Tecnologia da Informação,Entry,60592
Tecnologia da Informação,Mid,94082
Tecnologia da Informação,Senior,148828
Tecnologia da Informação,Entry,58340
Tecnologia da Informação,Mid,85152
Tecnologia da Informação,Senior,160179
Tecnologia da Informação,Entry,56853
Tecnologia da Informação,Mid,98208
Tecnologia da Informação,Senior,144045
Tecnologia da Informação,Entry,51721
Tecnologia da Informação,Mid,93407
Tecnologia da Informação,Senior,192289
Tecnologia da Informação,Entry,62425
Tecnologia da Informação,Mid,93456
Tecnologia da Informação,Senior,151729
Tecnologia da Informação,Entry,60727
Tecnologia da Informação,Mid,94085
Tecnologia da Informação,Senior,172117
Tecnologia da Informação,Entry,56410
Tecnologia da Informação,Mid,99734
Tecnologia da Informação,Senior,167514
Tecnologia da Informação,Entry,50625
Tecnologia da Informação,Mid,84799
Tecnologia da Informação,Senior,139476
Tecnologia da Informação,Entry,67973
Tecnologia da Informação,Mid,92601
Tecnologia da Informação,Senior,162182
Tecnologia da Informação,Entry,69280
Tecnologia da Informação,Mid,100497
Tecnologia da Informação,Senior,153623
Tecnologia da Informação,Entry,56220
Tecnologia da Informação,Mid,97131
Tecnologia da Informação,Senior,180381
Tecnologia da Informação,Entry,68610
Tecnologia da Informação,Mid,88939
Tecnologia da Informação,Senior,163854
Tecnologia da Informação,Entry,62252
Tecnologia da Informação,Mid,91919
Tecnologia da Informação,Senior,140210
Tecnologia da Informação,Entry,60066
Tecnologia da Informação,Mid,97979
Tecnologia da Informação,Senior,148130
Tecnologia da Informação,Entry,60162
Tecnologia da Informação,Mid,90483
Tecnologia da Informação,Senior,153335
Tecnologia da Informação,Entry,65152
Tecnologia da Informação,Mid,95139
Tecnologia da Informação,Senior,159595
Tecnologia da Informação,Entry,69844
Tecnologia da Informação,Mid,91216
Tecnologia da Informação,Senior,168447
Tecnologia da Informação,Entry,53025
Tecnologia da Informação,Mid,92227
Tecnologia da Informação,Senior,186251
Tecnologia da Informação,Entry,63800
Tecnologia da Informação,Mid,87481
Tecnologia da Informação,Senior,201801
Tecnologia da Informação,Entry,64156
Tecnologia da Informação,Mid,93115
Tecnologia da Informação,Senior,164498
Tecnologia da Informação,Entry,61692
Tecnologia da Informação,Mid,88513
Tecnologia da Informação,Senior,163422
Saúde,Entry,45812
Saúde,Mid,82822
Saúde,Senior,115016
Saúde,Entry,50849
Saúde,Mid,81821
Saúde,Senior,142373
Saúde,Entry,50370
Saúde,Mid,81524
Saúde,Senior,163845
Saúde,Entry,49208
Saúde,Mid,76484
Saúde,Senior,110505
Saúde,Entry,52976
Saúde,Mid,79623
Saúde,Senior,135590
Saúde,Entry,45857
Saúde,Mid,79813
Saúde,Senior,167437
Saúde,Entry,50458
Saúde,Mid,69553
Saúde,Senior,113054
Saúde,Entry,52560
Saúde,Mid,69805
Saúde,Senior,135596
Saúde,Entry,48128
Saúde,Mid,75045
Saúde,Senior,157973
Saúde,Entry,47737
Saúde,Mid,81456
Saúde,Senior,143951
Saúde,Entry,48238
Saúde,Mid,80009
Saúde,Senior,149807
Saúde,Entry,47680
Saúde,Mid,81383
Saúde,Senior,150211
Saúde,Entry,51418
Saúde,Mid,81505
Saúde,Senior,155863
Saúde,Entry,49197
Saúde,Mid,81199
Saúde,Senior,119315
Saúde,Entry,49509
Saúde,Mid,82483
Saúde,Senior,137263
Saúde,Entry,45989
Saúde,Mid,70356
Saúde,Senior,153470
Saúde,Entry,43182
Saúde,Mid,74722
Saúde,Senior,151465
Saúde,Entry,49516
Saúde,Mid,75453
Saúde,Senior,131890
Saúde,Entry,54741
Saúde,Mid,76464
Saúde,Senior,128475
Saúde,Entry,50495
Saúde,Mid,69938
Saúde,Senior,166994
Saúde,Entry,54964
Saúde,Mid,79884
Saúde,Senior,113300
Saúde,Entry,45943
Saúde,Mid,77498
Saúde,Senior,162401
Saúde,Entry,46377
Saúde,Mid,78272
Saúde,Senior,110313
Saúde,Entry,45371
Saúde,Mid,74122
Saúde,Senior,113839
Saúde,Entry,52319
Saúde,Mid,78963
Saúde,Senior,132670
Saúde,Entry,52483
Saúde,Mid,74411
Saúde,Senior,115106
Saúde,Entry,45428
Saúde,Mid,76511
Saúde,Senior,110481
Saúde,Entry,48475
Saúde,Mid,75120
Saúde,Senior,154783
Saúde,Entry,45793
Saúde,Mid,73140
Saúde,Senior,124492
Saúde,Entry,47249
Saúde,Mid,71824
Saúde,Senior,116093
Saúde,Entry,46313
Saúde,Mid,80361
Saúde,Senior,114573
Saúde,Entry,52663
Saúde,Mid,72110
Saúde,Senior,150676
Saúde,Entry,41543
Saúde,Mid,70292
Saúde,Senior,150292
Saúde,Entry,46502
Saúde,Mid,75737
Saúde,Senior,156021
Saúde,Entry,46403
Saúde,Mid,73129
Saúde,Senior,167770
Saúde,Entry,55345
Saúde,Mid,69428
Saúde,Senior,155254
Saúde,Entry,41835
Saúde,Mid,83391
Saúde,Senior,152383
Saúde,Entry,42652
Saúde,Mid,67840
Saúde,Senior,150143
Saúde,Entry,55175
Saúde,Mid,83748
Saúde,Senior,129980
Saúde,Entry,54785
Saúde,Mid,68803
Saúde,Senior,141386
Saúde,Entry,48345
Saúde,Mid,83936
Saúde,Senior,165092
Saúde,Entry,41798
Saúde,Mid,81447
Saúde,Senior,158203
Saúde,Entry,52098
Saúde,Mid,74841
Saúde,Senior,150834
Saúde,Entry,45103
Saúde,Mid,80245
Saúde,Senior,121142
Saúde,Entry,40743
Saúde,Mid,75410
Saúde,Senior,154127
Saúde,Entry,49111
Saúde,Mid,79399
Saúde,Senior,162530
Saúde,Entry,54820
Saúde,Mid,77312
Saúde,Senior,151573
Saúde,Entry,47560
Saúde,Mid,76956
Saúde,Senior,152051
Saúde,Entry,54627
Saúde,Mid,78842
Saúde,Senior,132681
Saúde,Entry,53030
Saúde,Mid,77806
Saúde,Senior,125103
Saúde,Entry,44172
Saúde,Mid,76213
Saúde,Senior,143678
Saúde,Entry,41068
Saúde,Mid,72129
Saúde,Senior,165530
Saúde,Entry,52534
Saúde,Mid,69127
Saúde,Senior,118122
Saúde,Entry,42054
Saúde,Mid,71769
Saúde,Senior,122334
Saúde,Entry,51107
Saúde,Mid,67469
Saúde,Senior,148726
Saúde,Entry,48590
Saúde,Mid,75954
Saúde,Senior,144370
Saúde,Entry,45624
Saúde,Mid,67313
Saúde,Senior,111731
Saúde,Entry,49921
Saúde,Mid,74547
Saúde,Senior,130265
Saúde,Entry,46524
Saúde,Mid,73873
Saúde,Senior,131209
Saúde,Entry,43689
Saúde,Mid,77768
Saúde,Senior,139122
Saúde,Entry,44342
Saúde,Mid,83823
Saúde,Senior,161463
Saúde,Entry,47465
Saúde,Mid,77935
Saúde,Senior,154810
Saúde,Entry,54437
Saúde,Mid,73876
Saúde,Senior,154990
Saúde,Entry,44574
Saúde,Mid,82967
Saúde,Senior,153626
Saúde,Entry,49716
Saúde,Mid,71406
Saúde,Senior,158450
Saúde,Entry,42791
Saúde,Mid,76320
Saúde,Senior,152521
Saúde,Entry,47825
Saúde,Mid,82798
Saúde,Senior,154524
Saúde,Entry,53161
Saúde,Mid,81614
Saúde,Senior,124896
Saúde,Entry,54116
Saúde,Mid,83048
Saúde,Senior,164856
Saúde,Entry,44042
Saúde,Mid,67725
Saúde,Senior,157973
Saúde,Entry,43341
Saúde,Mid,81061
Saúde,Senior,142380
Saúde,Entry,52795
Saúde,Mid,73494
Saúde,Senior,166112
Saúde,Entry,43037
Saúde,Mid,77180
Saúde,Senior,158540
Saúde,Entry,55957
Saúde,Mid,67608
Saúde,Senior,132835
Saúde,Entry,41469
Saúde,Mid,70357
Saúde,Senior,152514
Saúde,Entry,42557
Saúde,Mid,78155
Saúde,Senior,153607
Saúde,Entry,47930
Saúde,Mid,69524
Saúde,Senior,149657
Saúde,Entry,42407
Saúde,Mid,82392
Saúde,Senior,166068
Saúde,Entry,41538
Saúde,Mid,79212
Saúde,Senior,157202
Saúde,Entry,52766
Saúde,Mid,74261
Saúde,Senior,166435
Saúde,Entry,53472
Saúde,Mid,78547
Saúde,Senior,148687
Saúde,Entry,54777
Saúde,Mid,74510
Saúde,Senior,128480
Saúde,Entry,40908
Saúde,Mid,75928
Saúde,Senior,126171
Saúde,Entry,51470
Saúde,Mid,75820
Saúde,Senior,137018
Saúde,Entry,40288
Saúde,Mid,69586
Saúde,Senior,165172
Saúde,Entry,50578
Saúde,Mid,83672
Saúde,Senior,114258
Saúde,Entry,51197
Saúde,Mid,73039
Saúde,Senior,127178
Saúde,Entry,40766
Saúde,Mid,71413
Saúde,Senior,154772
Saúde,Entry,51452
Saúde,Mid,70855
Saúde,Senior,166064
Saúde,Entry,52807
Saúde,Mid,79877
Saúde,Senior,141917
Saúde,Entry,54476
Saúde,Mid,83777
Saúde,Senior,127111
Saúde,Entry,55721
Saúde,Mid,82751
Saúde,Senior,159289
Saúde,Entry,43553
Saúde,Mid,67608
Saúde,Senior,148562
Saúde,Entry,48452
Saúde,Mid,70064
Saúde,Senior,151254
Saúde,Entry,52179
Saúde,Mid,78817
Saúde,Senior,117631
Saúde,Entry,54239
Saúde,Mid,69417
Saúde,Senior,156245
Saúde,Entry,45785
Saúde,Mid,76628
Saúde,Senior,156477
Saúde,Entry,54258
Saúde,Mid,68430
Saúde,Senior,123513
Saúde,Entry,53161
Saúde,Mid,71727
Saúde,Senior,147460
Saúde,Entry,52498
Saúde,Mid,76287
Saúde,Senior,132709
Educação,Entry,35537
Educação,Mid,61648
Educação,Senior,120614
Educação,Entry,39269
Educação,Mid,52310
Educação,Senior,101213
Educação,Entry,32113
Educação,Mid,51898
Educação,Senior,102210
Educação,Entry,31000
Educação,Mid,57953
Educação,Senior,94182
Educação,Entry,41839
Educação,Mid,55837
Educação,Senior,86962
Educação,Entry,32775
Educação,Mid,52015
Educação,Senior,84626
Educação,Entry,31207
Educação,Mid,53449
Educação,Senior,119003
Educação,Entry,41667
Educação,Mid,57198
Educação,Senior,97799
Educação,Entry,35232
Educação,Mid,52981
Educação,Senior,116688
Educação,Entry,40044
Educação,Mid,60985
Educação,Senior,111866
Educação,Entry,36457
Educação,Mid,57450
Educação,Senior,96220
Educação,Entry,37196
Educação,Mid,59759
Educação,Senior,89288
Educação,Entry,33134
Educação,Mid,60107
Educação,Senior,115942
Educação,Entry,40259
Educação,Mid,59070
Educação,Senior,95242
Educação,Entry,30648
Educação,Mid,52122
Educação,Senior,113592
Educação,Entry,40635
Educação,Mid,50969
Educação,Senior,111825
Educação,Entry,35281
Educação,Mid,59549
Educação,Senior,95886
Educação,Entry,30684
Educação,Mid,53400
Educação,Senior,104694
Educação,Entry,36782
Educação,Mid,55141
Educação,Senior,96450
Educação,Entry,32151
Educação,Mid,53702
Educação,Senior,119474
Educação,Entry,36437
Educação,Mid,53503
Educação,Senior,121011
Educação,Entry,41582
Educação,Mid,50958
Educação,Senior,125944
Educação,Entry,35395
Educação,Mid,55250
Educação,Senior,125154
Educação,Entry,34512
Educação,Mid,62537
Educação,Senior,100617
Educação,Entry,30325
Educação,Mid,55504
Educação,Senior,87941
Educação,Entry,38478
Educação,Mid,51738
Educação,Senior,97653
Educação,Entry,31109
Educação,Mid,61874
Educação,Senior,99512
Educação,Entry,40671
Educação,Mid,52862
Educação,Senior,88883
Educação,Entry,40292
Educação,Mid,60730
Educação,Senior,100295
Educação,Entry,37743
Educação,Mid,52239
Educação,Senior,94296
Educação,Entry,33928
Educação,Mid,56312
Educação,Senior,124033
Educação,Entry,31729
Educação,Mid,60526
Educação,Senior,94181
Educação,Entry,33708
Educação,Mid,51797
Educação,Senior,121538
Educação,Entry,35286
Educação,Mid,55885
Educação,Senior,82541
Educação,Entry,35821
Educação,Mid,57895
Educação,Senior,95267
Educação,Entry,40161
Educação,Mid,51026
Educação,Senior,94432
Educação,Entry,33660
Educação,Mid,58204
Educação,Senior,102552
Educação,Entry,38748
Educação,Mid,51251
Educação,Senior,124820
Educação,Entry,32145
Educação,Mid,52552
Educação,Senior,112906
Educação,Entry,33831
Educação,Mid,57531
Educação,Senior,105483
Educação,Entry,35002
Educação,Mid,58188
Educação,Senior,122571
Educação,Entry,39211
Educação,Mid,57802
Educação,Senior,83210
Educação,Entry,31969
Educação,Mid,61004
Educação,Senior,119851
Educação,Entry,30527
Educação,Mid,62851
Educação,Senior,123830
Educação,Entry,37870
Educação,Mid,61809
Educação,Senior,98499
Educação,Entry,31814
Educação,Mid,55151
Educação,Senior,109417
Educação,Entry,31639
Educação,Mid,60478
Educação,Senior,114436
Educação,Entry,34794
Educação,Mid,61756
Educação,Senior,123805
Educação,Entry,37886
Educação,Mid,62958
Educação,Senior,91937
Educação,Entry,30740
Educação,Mid,62886
Educação,Senior,91748
Educação,Entry,35015
Educação,Mid,57099
Educação,Senior,87763
Educação,Entry,30436
Educação,Mid,58391
Educação,Senior,96095
Educação,Entry,41393
Educação,Mid,54536
Educação,Senior,93664
Educação,Entry,39143
Educação,Mid,54236
Educação,Senior,118239
Educação,Entry,40184
Educação,Mid,50877
Educação,Senior,116515
Educação,Entry,36528
Educação,Mid,57766
Educação,Senior,110229
Educação,Entry,30718
Educação,Mid,56269
Educação,Senior,115810
Educação,Entry,39896
Educação,Mid,51825
Educação,Senior,92372
Educação,Entry,36205
Educação,Mid,53646
Educação,Senior,90967
Educação,Entry,41707
Educação,Mid,62281
Educação,Senior,86607
Educação,Entry,37706
Educação,Mid,61914
Educação,Senior,120041
Educação,Entry,38310
Educação,Mid,53246
Educação,Senior,85636
Educação,Entry,32087
Educação,Mid,58185
Educação,Senior,82587
Educação,Entry,36833
Educação,Mid,53438
Educação,Senior,120637
Educação,Entry,38618
Educação,Mid,58951
Educação,Senior,123738
Educação,Entry,30217
Educação,Mid,58110
Educação,Senior,83440
Educação,Entry,37196
Educação,Mid,52326
Educação,Senior,110703
Educação,Entry,41352
Educação,Mid,52757
Educação,Senior,115133
Educação,Entry,33987
Educação,Mid,61154
Educação,Senior,115360
Educação,Entry,35113
Educação,Mid,60802
Educação,Senior,89024
Educação,Entry,39744
Educação,Mid,57382
Educação,Senior,107814
Educação,Entry,30982
Educação,Mid,52837
Educação,Senior,82839
Educação,Entry,31878
Educação,Mid,50657
Educação,Senior,100233
Educação,Entry,30936
Educação,Mid,62041
Educação,Senior,93709
Educação,Entry,34517
Educação,Mid,57079
Educação,Senior,113879
Educação,Entry,33783
Educação,Mid,50993
Educação,Senior,109511
Educação,Entry,33122
Educação,Mid,62490
Educação,Senior,89988
Educação,Entry,35549
Educação,Mid,62030
Educação,Senior,101739
Educação,Entry,39373
Educação,Mid,52385
Educação,Senior,125940
Educação,Entry,31605
Educação,Mid,57029
Educação,Senior,107477
Educação,Entry,38205
Educação,Mid,54168
Educação,Senior,113905
Educação,Entry,37160
Educação,Mid,62226
Educação,Senior,108856
Educação,Entry,32818
Educação,Mid,51484
Educação,Senior,116829
Educação,Entry,37365
Educação,Mid,59463
Educação,Senior,91456
Educação,Entry,41530
Educação,Mid,58580
Educação,Senior,93077
Educação,Entry,35799
Educação,Mid,57637
Educação,Senior,108264
Educação,Entry,37226
Educação,Mid,56123
Educação,Senior,104171
Educação,Entry,33650
Educação,Mid,58068
Educação,Senior,91406
Educação,Entry,41785
Educação,Mid,57326
Educação,Senior,87343
Educação,Entry,31615
Educação,Mid,51032
Educação,Senior,106955
Educação,Entry,41839
Educação,Mid,61408
Educação,Senior,112894
Educação,Entry,40923
Educação,Mid,58624
Educação,Senior,117299
Educação,Entry,41433
Educação,Mid,61346
Educação,Senior,101527
Educação,Entry,33381
Educação,Mid,57539
Educação,Senior,88141
Educação,Entry,32550
Educação,Mid,53467
Educação,Senior,122743
Educação,Entry,34139
Educação,Mid,51892
Educação,Senior,113560
Educação,Entry,34033
Educação,Mid,52951
Educação,Senior,120361
Educação,Entry,35080
Educação,Mid,61007
Educação,Senior,97793
Educação,Entry,30607
Educação,Mid,50509
Educação,Senior,112908
Educação,Entry,35925
Educação,Mid,62826
Educação,Senior,86511
Finanças,Entry,51600
Finanças,Mid,99014
Finanças,Senior,194083
Finanças,Entry,53357
Finanças,Mid,92477
Finanças,Senior,145640
Finanças,Entry,58998
Finanças,Mid,87173
Finanças,Senior,209523
Finanças,Entry,55453
Finanças,Mid,89573
Finanças,Senior,146702
Finanças,Entry,63530
Finanças,Mid,97034
Finanças,Senior,206289
Finanças,Entry,65081
Finanças,Mid,94408
Finanças,Senior,177939
Finanças,Entry,66005
Finanças,Mid,93949
Finanças,Senior,190400
Finanças,Entry,51386
Finanças,Mid,87789
Finanças,Senior,202854
Finanças,Entry,65135
Finanças,Mid,92069
Finanças,Senior,170249
Finanças,Entry,61359
Finanças,Mid,95639
Finanças,Senior,191509
Finanças,Entry,53812
Finanças,Mid,86090
Finanças,Senior,191827
Finanças,Entry,59400
Finanças,Mid,98422
Finanças,Senior,173745
Finanças,Entry,62599
Finanças,Mid,98705
Finanças,Senior,208901
Finanças,Entry,57330
Finanças,Mid,89108
Finanças,Senior,201686
Finanças,Entry,54810
Finanças,Mid,95710
Finanças,Senior,204126
Finanças,Entry,52868
Finanças,Mid,93393
Finanças,Senior,156899
Finanças,Entry,68317
Finanças,Mid,99113
Finanças,Senior,166180
Finanças,Entry,69178
Finanças,Mid,89955
Finanças,Senior,152892
Finanças,Entry,60883
Finanças,Mid,94199
Finanças,Senior,192194
Finanças,Entry,61747
Finanças,Mid,91747
Finanças,Senior,197874
Finanças,Entry,62674
Finanças,Mid,101813
Finanças,Senior,164512
Finanças,Entry,62365
Finanças,Mid,87079
Finanças,Senior,193361
Finanças,Entry,56624
Finanças,Mid,90621
Finanças,Senior,206763
Finanças,Entry,69842
Finanças,Mid,89285
Finanças,Senior,191954
Finanças,Entry,58713
Finanças,Mid,103647
Finanças,Senior,205525
Finanças,Entry,63429
Finanças,Mid,96824
Finanças,Senior,204749
Finanças,Entry,61771
Finanças,Mid,96919
Finanças,Senior,206735
Finanças,Entry,50429
Finanças,Mid,100002
Finanças,Senior,144214
Finanças,Entry,63869
Finanças,Mid,90608
Finanças,Senior,166316
Finanças,Entry,50165
Finanças,Mid,102211
Finanças,Senior,173616
Finanças,Entry,60377
Finanças,Mid,95164
Finanças,Senior,173308
Finanças,Entry,67885
Finanças,Mid,100549
Finanças,Senior,170568
Finanças,Entry,69287
Finanças,Mid,84065
Finanças,Senior,187804
Finanças,Entry,63667
Finanças,Mid,89687
Finanças,Senior,207938
Finanças,Entry,62278
Finanças,Mid,90301
Finanças,Senior,202567
Finanças,Entry,56662
Finanças,Mid,88817
Finanças,Senior,190947
Finanças,Entry,66949
Finanças,Mid,101913
Finanças,Senior,156535
Finanças,Entry,66921
Finanças,Mid,93244
Finanças,Senior,138584
Finanças,Entry,67359
Finanças,Mid,89303
Finanças,Senior,196346
Finanças,Entry,69989
Finanças,Mid,94953
Finanças,Senior,193745
Finanças,Entry,53909
Finanças,Mid,99853
Finanças,Senior,190232
Finanças,Entry,50938
Finanças,Mid,84334
Finanças,Senior,160188
Finanças,Entry,63293
Finanças,Mid,87128
Finanças,Senior,174485
Finanças,Entry,68967
Finanças,Mid,87104
Finanças,Senior,202797
Finanças,Entry,62384
Finanças,Mid,88615
Finanças,Senior,204358
Finanças,Entry,56851
Finanças,Mid,98199
Finanças,Senior,170335
Finanças,Entry,59841
